id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,dataset_id
2013-P,455,921.3425313167771,"Cristian, Danesi",Sinalunga,Other,Italy,Pesa la Zucca! Foiano,NA,NA,343.7082790710967,859.3454659444676,0,Wolf,1
2014-P,1471,306.83893141871755,"Johnson, Sue",DesMoines,Iowa,United States,Ryan Norlin Giant Pumpkin Weigh-off,NA,NA,0,0,0,Casper,1
2018-P,1395,339.00635696284814,"Schoffnegger, Guenther",NA,Styria,Austria,Austrian Weigh-off,1032 Klein,NA,0,0,0,Connecticut Field,1
2015-P,226,1285.2827794084133,"Therien, Ray",Susquehana,Pennsylvania,United States,Grims Orchard and Family Farms,2008 Neptune,2323 Meier,397.4707838887064,1479.2008772301897,0,Wolf,1
2017-P,1530,101.461276326154,"Iguchi, Hidetosho",Takamatu,Other,Japan,Nippon Ichi Dodekabocha Taikai,NA,NA,0,0,0,Early Giant,1
2014-P,19,1840.5203605385962,"Vande Brink, Nathan",Grand Rapids,Michigan,United States,Harnica Farms Great Pumpkin Weigh-off,2032 Mathison,1985 Miller,459.3130313263316,1938.397012469822,0,Atlantic Giant,1
2018-P,1499,246.96615297304214,"Young, John and Kerry",Peosta,Iowa,United States,Bloomfield Giant Pumpkin Bash,760 Davis Est,Self,236.94532925925884,277.95380458398563,0,Rouge Vif d’Etampes,1
2015-P,1669,160.5373911307254,"Stelts, Dave & Carol",Auburn,Washington,United States,Skagit Valley Giant Pumpkin Festival,NA,NA,188.663159240371,171.10093818335022,0,Jack O'Lantern,1
2017-P,1184,427.7965277083029,"Langenlois, Gartenbauschule",Baerndorf,Lower Austria,Austria,Austrian Weigh-off,Blaimschein 14,NA,0,0,0,Blue Hubbard,1
2017-P,1268,343.63630459114086,"Franzen, Ron",LONDON,Ohio,United States,Harnica Farms Great Pumpkin Weigh-off,NA,NA,244.15757776105198,330.5228914679078,2.866811663584813,Big Max,1
2020-P,849,586.3697152015218,"O'Brien, Waylen",North Scituate,Rhode Island,United States,Woodstock Fair,1215 Young,916.5 Rondeau,317.74944954048016,723.8580647212067,0,Casper,1
2016-P,2,2143.8151495702464,"Rutland, Bobby",Johnston,Rhode Island,United States,SNGPG Frerichs Farm Weigh-off,NA,1790 Wallace,437.8648777530226,1942.8981960682986,NA,Cinderella,1
2017-P,718,787.2273641397258,"Desjardins, Mathieu",Oakview,Manitoba,Canada,Roland Pumpkin Fair,Detweiler 1350,NA,330.3362210693326,843.8634483639113,0,Connecticut Field,1
2013-P,602,755.5882045586501,"Ruthruff, Derek",Somerset Center,Michigan,United States,Harnica Farms Great Pumpkin Weigh-off,1247 Platte,1479 Sweet,343.84005112101323,NA,0,Cinderella,1
2016-P,523,1024.7126686153115,"Johnston, Art",Steam Mill,Nova Scotia,Canada,AVGVG Glad Gardens,1236 A.Ansems,943 Reid,368.83838311395317,1079.43134997141,0,Big Max,1
2013-P,577,824.6189269011176,"Hoomis, George & Mary Ann",Wisconsin Rapids,Wisconsin,United States,Stillwater Harvestfest,1048 Engel,open,354.7994492797487,845.1176391081452,0,Cinderella,1
2016-P,858,694.4730306231958,"Mock, Eric",Bloomfield,Iowa,United States,Harvest Bash,1047.5 McWilliams,Open,328.2749109834337,828.4387576766496,0,Rouge Vif d’Etampes,1
2020-P,1084,335.8797931420776,"Boonen, Herman",Essen,Antwerp,Belgium,Belgisch Kampioenschap pompoenwegen,2241Vangeel,NA,250.84867549398987,352.42509022600046,0,Champion,1
2020-P,660,779.4567488700485,"Lee, Mike",Simpson,Kansas,United States,Bloomfield Giant Pumpkin Bash,1002 Ailts,Self,308.8802102758096,698.3010183726454,18.839794402773677,Connecticut Field,1
2021-P,563,897.1378208439221,"Miller, Eugene",Butler,Pennsylvania,United States,Ohio Valley Giant Pumpkin Growers Weigh-off,532 House,2307 Wallace,334.34846193182585,961.4572082466998,1.0168517238500971,Cinderella,1
2013-P,652,708.2537573582271,"Suchanek, Jim",ENUMCLAW,Washington,United States,Country Farm and Feed,1119.5 uhlmeyer,902.5 uhlmeyer,330.7629348993707,813.0125557112246,0,Wolf,1
2014-P,1477,263.89740341220363,"Grande, James",Mulino,Oregon,United States,Baumans Farm Giant Pumpkin Weigh-off,Unknown,NA,221.28567897557494,263.8544104005258,0,Connecticut Field,1
2014-P,429,1076.3023324135363,"Losier, Aldeodu",Thunder Bay,Ontario,Canada,Port Elgin Pumpkinfest,2032,2032,368.05119846911253,1259.1056647864127,0,Blue Hubbard,1
2014-P,175,1294.9997379261472,"Ciliax, Carl",Emporium,Pennsylvania,United States,Grims Orchard and Family Farms,1744 Fulk,self,385.14778922563596,1123.8684212297042,12.276136462223475,Dill's Atlantic,1
2013-P,693,650.616377057635,"Raduazzo, Leonardo",Corazzano,Other,Italy,Festa della zucca di sale,1279 Bartoli,1420 Cutrupi,298.71244192444493,692.3502323969418,0,Cinderella,1
2018-P,1489,269.330905366731,"Bosworth, Brooks",Nampa,Idaho,United States,Elysian Giant Pumpkin Weigh-off,1792 Holland,1649.5 Uhlmeyer,232.7765101749879,297.6250103479985,NA,Wolf,1
2019-P,DMG,1285.8938864987924,"Carson, James and Kayla",Nobleboro,Maine,United States,Sanford Maine Giant Pumpkin Contest,1291.5,Open,388.02969111500005,1469.7081971309658,0,Spirit,1
2013-P,1470,98.50992644972892,"Hanschmann, Rainer",NA,Other,Germany,Legoland,unknown,unknown,163.0066511833689,NA,0,Wolf,1
2013-P,1246,292.6697320539382,"Wallace, Ron",Laveland,Colorado,United States,The Flower Bin,NA,NA,246.67984977285212,308.58502430733273,0,Autumn Gold,1
2015-P,97,1671.8640228951376,"Lindley, Jeremy",osceola,Wisconsin,United States,The Lodge at Leathem Smith,1947 Clementz,self,421.7064193571358,1642.6970271069224,5.902555515982137,Blue Hubbard,1
2016-P,645,983.4355592723645,"Neudorf, Anna",Winkler,Manitoba,Canada,Roland Pumpkin Fair,NA,Kline and Lyons,356.9001018236385,879.7621011295823,1.0152689809711914,Prizewinner,1
2015-P,775,853.7442242158664,"Adkins, Joe",Mulino,Oregon,United States,Baumans Farm Giant Pumpkin Weigh-off,1834 Daletas,self,346.0968963319043,893.6685045176968,0,Spirit,1
