id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,dataset_id
2014-P,475,1026.8860642771167,"Lee, Travis and Papa Mike",Rapid City,South Dakota,United States,Stillwater Harvestfest,1530 Gehweiler,Open,339.75812392073203,982.3616800345923,8.022229284078302,Atlantic Giant,7
2021-P,541,908.8450997254242,"Miller, Gary",Emerald Hills,California,United States,The Nut Tree World Championship Giant Pumpkin Weigh-off,2350 Geinger,sibling,365.4434326556668,1001.3775171557987,0,Wolf,7
2016-P,785,825.5821939786475,"Hodge, Mikkal",Edinburg,New York,United States,The Great Pumpkin Farm World Pumpkin Weigh-off,1781,1781,NA,730.4885168938002,6.805703414254901,Howden,7
2013-P,1027,387.7178148053036,"Nieuwenhoff, Susan",Stickney,New Brunswick,Canada,Le Festival Provincial de la Citrouille geante de Neguac Inc.,NA,NA,262.35129983691485,423.8078311883867,0,Big Moose,7
2020-P,68,1876.3092383708743,"Muller, John",Hopedale,Ohio,United States,PGPGA Great Pumpkin Weigh-off,2005 Haist,2112 Skinner,441.9136967227995,1768.3426139136268,3.990983500765054,Blue Hubbard,7
2015-P,214,1341.9632874045,"Sherwood, Jim",Dillonvale,Ohio,United States,Oakland Nursery Weigh-off,1112 BOK,2008 NEPTUNE,400.14752567978167,1265.7799012840067,2.9746995868681627,Casper,7
2019-P,1409,247.7100139294303,"Pilley, John",Woodward,Oklahoma,United States,Oklahoma Giant Pumpkin Growers Weighoff,893 Snyder,893 Snyder,223.0919950889826,223.2510876044702,9.390893047281338,Connecticut Field,7
2017-P,1130,459.45359931296434,"Kmetko, Paul",Merrimack,New Hampshire,United States,Deerfield Fair,1800.5 Huelke,1980 Lancaster,258.94663445335186,455.71556024526484,1.026474427492696,Casper,7
2020-P,501,991.3754811956571,"Nicole, BUREAU",NA,Other,France,Concours National du plus Gros Potiron et des fruits et legumes Geant,NA,NA,362.490824161707,986.6118649111855,4.1426309224471005,Big Moose,7
2017-P,1591,8.64717123836659,"Jaglarz, Mario",Riederberg,Vienna,Austria,Austrian Weigh-off,2157 Paton 16,NA,0,0,0,Spirit,7
