id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,dataset_id
2019-P,1019,497.73879069417245,"Reischer, Melanie",Baerndorf,Lower Austria,Austria,Austrian Weigh-off,419.6 Grabmayer 18,1789 Paton 18,297.1584969160308,586.7421175641545,0,Prizewinner,10
2016-P,523,976.8308635360535,"Hain, Fred",North Alton,Nova Scotia,Canada,AVGVG Glad Gardens,1236 A.Ansems,943 Reid,353.464972396474,1070.62421986027,0,Casper,10
2016-P,1390,311.02724883893075,"Gerhardt, Jim",Grass Valley,California,United States,Elk Grove Giant Pumpkin Festival,NA,NA,237.50029777222002,303.41332087783144,0,Connecticut Field,10
2018-P,100,1763.1809084450858,"Marsh, Kevin",North Chittenden,Vermont,United States,Vermont Growers Weigh-off,1989.5 Daletas,1944 Connolly,404.5869828879476,1387.3874423574766,13.012473253487535,Autumn Gold,10
2014-P,1334,372.7361963831876,"Conner, Chris",Fenton,Michigan,United States,Harnica Farms Great Pumpkin Weigh-off,679 Gasper,Self,264.88122320149444,395.2335146730024,0,Dill's Atlantic,10
2020-P,963,515.1687808843803,"Carlile, Gabe",Bartlesville,Oklahoma,United States,Oklahoma Giant Pumpkin Growers Weighoff,420 Baker,Self,289.0314394136796,563.8763166765117,0,Connecticut Field,10
2016-P,444,1125.8299159942508,"Kibbie, Joel",Fort Wayne,Indiana,United States,Roberts Family Farms,1756 Howell/Jolivette,1724.5 Steil,373.83071414153073,1050.0211409184815,5.86485600694489,Jack O'Lantern,10
2014-P,847,699.3639606355858,"Barber, Frank",Erin,Ontario,Canada,Erin Fall Fair Giant Pumpkin Weigh-off,NA,NA,318.3971722345184,760.8790598114829,0,Autumn Gold,10
2019-P,1053,515.1135672387355,"Wohlert, Calvin",Mobridge,South Dakota,United States,Great Downtown Pumpkin Festival,736 Winey,1567 Gantner,303.3004116558833,618.1762849200176,0,Jack O'Lantern,10
2017-P,913,697.3960800921225,"Fennikoh, Niles",Lake Stevens,Washington,United States,Skagit Valley Giant Pumpkin Festival,1730 Werner,1341 Barker,316.4117891001587,744.3082483862617,0,Atlantic Giant,10
2013-P,760,649.0000427699674,"Julien, Bernard",NA,Other,France,Le Potager Extraordinaire,NA,NA,324.93773489675436,698.7071137321403,0,Dill's Atlantic,10
2015-P,1232,482.31018633745987,"Allen, Jacob",Bloomington,Indiana,United States,Indiana State Fair Giant Pumpkin Weigh-off,1676 Daletas,1634 Werner,292.0605628968969,423.3239127725547,NA,Wolf,10
2015-P,1485,284.7380027774604,"Clark, Jim",Ormstown,Quebec,Canada,Potirothon de Gentilly,NA,NA,0,0,0,Dill's Atlantic,10
2016-P,454,1189.4041727364217,"Meyer, Brian",Sydney,Nova Scotia,Canada,AVGVG Glad Gardens,1873 Steil,1832 Midthum,370.2767160984959,1206.0748827176512,2.0220095230298156,Champion,10
2019-P,1496,178.80199601629374,"Murray, Jera",Hamilton,Other,New Zealand,The Great Pumpkin Carnival Hamilton Gardens,NA,NA,0,0,0,Dill's Atlantic,10
2015-P,1159,566.246199556584,"Rutland, Bobby",Dewitt,Michigan,United States,Central Great Lakes Weigh-off,NA,NA,278.1046262879363,510.0341306100117,16.52565652166001,Casper,10
2020-P,599,904.3700394047759,"Sippel, Derek",Waunakee,Wisconsin,United States,Cedarburg Wine and Harvest Festival,1501 Vanderwielen,1885.5 Werner,361.2227917936909,983.100216495869,0,Connecticut Field,10
2017-P,272,1319.1936383789662,"haan, mark",Oneida,Tennessee,United States,Tennessee Valley Fair,2307 Wallace,1585.5 Werner,392.946774349481,1334.337310850414,0,Rouge Vif d’Etampes,10
2021-P,EXH,909.6397148060994,"Croppi, Anthony",Roselle,Illinois,United States,Heaps Giant Pumpkin Farm Illinois Weigh-off,2158 Geddes,Self,349.72637546734273,851.3443909540392,6.18391059000254,Early Giant,10
2015-P,389,1225.1032657661558,"Kurilich, Joe",Aitkin,Minnesota,United States,The Lodge at Leathem Smith,1507 Steil,open,393.7595735226919,1331.7933443619131,0,Autumn Gold,10
2021-P,452,1081.8449249700027,"Drabek, Rick",Massillon,Ohio,United States,Ohio Valley Giant Pumpkin Growers Weigh-off,1883 Stelts,selfed,396.46370463497215,1185.531876711019,0,Rouge Vif d’Etampes,10
2017-P,407,1179.651253866092,"Willemijns, Mathias",Kasterlee,Antwerp,Belgium,Belgisch Kampioenschap pompoenwegen,1801.2 Berrens,2048 Willemijns,373.7044625603062,1134.5045522130326,0.9819801769517102,Early Giant,10
2018-P,788,806.4277234784414,"Carlson/Petersen, Dan/Marc",Arvada,Colorado,United States,Jareds Giant Pumpkin Weigh-off and Festival,NA,800McMullen,335.4968823334793,863.6610962108552,0,Big Max,10
